country,year,pop,continent,lifeExp,gdpPercap,gniPercap
Germany,1977,78160773.0,Europe,72.5,20512.92123,8870
Germany,1982,78335266.0,Europe,73.8,22031.53274,10000
Germany,1987,77718298.0,Europe,74.847,24639.18566,18600
Germany,1992,80597764.0,Europe,76.07,26505.30317,26000
Germany,1997,82011073.0,Europe,77.34,27788.88416,27900
Germany,2002,82350671.0,Europe,78.67,30035.80198,26100
Germany,2007,82400996.0,Europe,79.406,32170.37442,43600
Ghana,1962,7355248.0,Africa,46.452,1190.041118,200
Ghana,1967,8490213.0,Africa,48.072,1125.69716,220
Ghana,1972,9354120.0,Africa,49.875,1178.223708,280
Ghana,1977,10538093.0,Africa,51.756,993.2239571,350
Ghana,1982,11400338.0,Africa,53.744,876.032569,320
Ghana,1987,14168101.0,Africa,55.729,847.0061135,440
Ghana,1992,16278738.0,Africa,57.501,925.060154,420
Ghana,1997,18418288.0,Africa,58.556,1005.245812,390
Ghana,2002,20550751.0,Africa,58.453,1111.984578,320
Ghana,2007,22873338.0,Africa,60.022,1327.60891,1150
Greece,1962,8448233.0,Europe,69.51,6017.190733,700
Greece,1967,8716441.0,Europe,71.0,8513.097016,1200
Greece,1972,8888628.0,Europe,72.34,12724.82957,
Greece,1977,9308479.0,Europe,73.68,14195.52428,
Greece,1982,9786480.0,Europe,75.24,15268.42089,
Greece,1987,9974490.0,Europe,76.67,16120.52839,
Greece,1992,10325429.0,Europe,77.03,17541.49634,
Greece,1997,10502372.0,Europe,77.869,18747.69814,
Greece,2002,10603863.0,Europe,78.256,22514.2548,
Greece,2007,10706290.0,Europe,79.483,27538.41188,28700
Guatemala,1962,4208858.0,Americas,46.954,2750.364446,280
Guatemala,1967,4690773.0,Americas,50.016,3242.531147,310
Guatemala,1972,5149581.0,Americas,53.738,4031.408271,450
Guatemala,1977,5703430.0,Americas,56.029,4879.992748,920
Guatemala,1982,6395630.0,Americas,58.137,4820.49479,1110
Guatemala,1987,7326406.0,Americas,60.782,4246.485974,980
Guatemala,1992,8486949.0,Americas,63.373,4439.45084,1140
Guatemala,1997,9803875.0,Americas,66.322,4684.313807,1610
Guatemala,2002,11178650.0,Americas,68.978,4858.347495,1670
Guatemala,2007,12572928.0,Americas,70.259,5186.050003,2610
Guinea,1962,3140003.0,Africa,35.753,686.3736739,
Guinea,1967,3451418.0,Africa,37.197,708.7595409,
Guinea,1972,3811387.0,Africa,38.842,741.6662307,
Guinea,1977,4227026.0,Africa,40.762,874.6858643,
Guinea,1982,4710497.0,Africa,42.891,857.2503577,
Guinea,1987,5650262.0,Africa,45.552,805.5724718,400
Guinea,1992,6990574.0,Africa,48.576,794.3484384,490
Guinea,1997,8048834.0,Africa,51.455,869.4497668,470
Guinea,2002,8807818.0,Africa,53.676,945.5835837,340
Guinea,2007,9947814.0,Africa,56.007,942.6542111,620
Guinea-Bissau,1962,627820.0,Africa,34.488,522.0343725,
Guinea-Bissau,1967,601287.0,Africa,35.492,715.5806402,
Guinea-Bissau,1972,625361.0,Africa,36.486,820.2245876,130
Guinea-Bissau,1977,745228.0,Africa,37.465,764.7259628,160
Guinea-Bissau,1982,825987.0,Africa,39.327,838.1239671,190
Guinea-Bissau,1987,927524.0,Africa,41.245,736.4153921,180
Guinea-Bissau,1992,1050938.0,Africa,43.266,745.5398706,230
Guinea-Bissau,1997,1193708.0,Africa,44.873,796.6644681,160
Guinea-Bissau,2002,1332459.0,Africa,45.504,575.7047176,330
Guinea-Bissau,2007,1472041.0,Africa,46.388,579.231743,510
Haiti,1962,3880130.0,Americas,43.59,1796.589032,
Haiti,1967,4318137.0,Americas,46.243,1452.057666,
Haiti,1972,4698301.0,Americas,48.042,1654.456946,
Haiti,1977,4908554.0,Americas,49.923,1874.298931,
Haiti,1982,5198399.0,Americas,51.461,2011.159549,240
Haiti,1987,5756203.0,Americas,53.636,1823.015995,380
Haiti,1992,6326682.0,Americas,55.089,1456.309517,310
Haiti,1997,6913545.0,Americas,56.671,1341.726931,400
Haiti,2002,7607651.0,Americas,58.137,1270.364932,660
Haiti,2007,8502814.0,Americas,60.916,1201.637154,1010
Honduras,1962,2090162.0,Americas,48.041,2291.156835,180
Honduras,1967,2500689.0,Americas,50.924,2538.269358,250
Honduras,1972,2965146.0,Americas,53.884,2529.842345,320
Honduras,1977,3055235.0,Americas,57.402,3203.208066,610
Honduras,1982,3669448.0,Americas,60.909,3121.760794,1000
Honduras,1987,4372203.0,Americas,64.492,3023.096699,1410
Honduras,1992,5077347.0,Americas,66.399,3081.694603,950
Honduras,1997,5867957.0,Americas,67.659,3160.454906,910
Honduras,2002,6677328.0,Americas,68.565,3099.72866,1120
Honduras,2007,7483763.0,Americas,70.198,3548.330846,1620
Hungary,1962,10063000.0,Europe,67.96,7550.359877,
Hungary,1967,10223422.0,Europe,69.5,9326.64467,
Hungary,1972,10394091.0,Europe,69.76,10168.65611,
Hungary,1977,10637171.0,Europe,69.95,11674.83737,
Hungary,1982,10705535.0,Europe,69.39,12545.99066,
Hungary,1987,10612740.0,Europe,69.58,12986.47998,
Hungary,1992,10348684.0,Europe,69.17,10535.62855,3660
Hungary,1997,10244684.0,Europe,71.04,11712.7768,4410
Hungary,2002,10083313.0,Europe,72.59,14843.93556,6630
Hungary,2007,9956108.0,Europe,73.338,18008.94444,13300
Iceland,1962,182053.0,Europe,73.68,10350.15906,1740
Iceland,1967,198676.0,Europe,73.73,13319.89568,2790
Iceland,1972,209275.0,Europe,74.46,15798.06362,
Iceland,1977,221823.0,Europe,76.11,19654.96247,
Iceland,1982,233997.0,Europe,76.99,23269.6075,
Iceland,1987,244676.0,Europe,77.23,26923.20628,
Iceland,1992,259012.0,Europe,78.77,25144.39201,
Iceland,1997,271192.0,Europe,78.95,28061.09966,29300
Iceland,2002,288030.0,Europe,80.5,31163.20196,33700
Iceland,2007,301931.0,Europe,81.757,36180.78919,50100
India,1962,454000000.0,Asia,43.605,658.3471509,100
India,1967,506000000.0,Asia,47.193,700.7706107,100
India,1972,567000000.0,Asia,50.651,724.032527,140
India,1977,634000000.0,Asia,54.208,813.337323,210
India,1982,708000000.0,Asia,56.596,855.7235377,280
India,1987,788000000.0,Asia,58.553,976.5126756,390
India,1992,872000000.0,Asia,60.223,1164.406809,320
India,1997,959000000.0,Asia,61.765,1458.817442,410
India,2002,1034172547.0,Asia,62.879,1746.769454,520
India,2007,1110396331.0,Asia,64.698,2452.210407,1000
Indonesia,1962,99028000.0,Asia,42.518,849.2897701,
Indonesia,1967,109343000.0,Asia,45.964,762.4317721,
Indonesia,1972,121282000.0,Asia,49.203,1111.107907,110
Indonesia,1977,136725000.0,Asia,52.702,1382.702056,360
Indonesia,1982,153343000.0,Asia,56.159,1516.872988,530
Indonesia,1987,169276000.0,Asia,60.137,1748.356961,510
Indonesia,1992,184816000.0,Asia,62.681,2383.140898,740
Indonesia,1997,199278000.0,Asia,66.041,3119.335603,660
Indonesia,2002,211060000.0,Asia,68.588,2873.91287,900
Indonesia,2007,223547000.0,Asia,70.65,3540.651564,1940
Iran,1962,22874000.0,Asia,49.325,4187.329802,210
Iran,1967,26538000.0,Asia,52.469,5906.731805,320
Iran,1972,30614000.0,Asia,55.234,9613.818607,730
Iran,1977,35480679.0,Asia,57.702,11888.59508,2000
Iran,1982,43072751.0,Asia,59.62,7608.334602,3260
Iran,1987,51889696.0,Asia,63.04,6642.881371,2970
Iran,1992,60397973.0,Asia,65.742,7235.653188,
Iran,1997,63327987.0,Asia,68.042,8263.590301,1780
Iran,2002,66907826.0,Asia,69.451,9240.761975,2200
Iran,2007,69453570.0,Asia,70.964,11605.71449,4970
Iraq,1962,7240260.0,Asia,51.457,8341.737815,
Iraq,1967,8519282.0,Asia,54.459,8931.459811,
Iraq,1972,10061506.0,Asia,56.95,9576.037596,
Iraq,1977,11882916.0,Asia,60.413,14688.23507,
Iraq,1982,14173318.0,Asia,62.038,14517.90711,2350
Iraq,1987,16543189.0,Asia,65.044,11643.57268,3730
Iraq,1992,17861905.0,Asia,59.461,3745.640687,40
Iraq,1997,20775703.0,Asia,58.811,3076.239795,920
Iraq,2002,24001816.0,Asia,57.046,4390.717312,850
Iraq,2007,27499638.0,Asia,59.545,4471.061906,3550
Ireland,1962,2830000.0,Europe,70.29,6631.597314,
Ireland,1967,2900100.0,Europe,71.08,7655.568963,
Ireland,1972,3024400.0,Europe,71.28,9530.772896,2540
Ireland,1977,3271900.0,Europe,72.03,11150.98113,4120
Ireland,1982,3480000.0,Europe,73.1,12618.32141,5720
Ireland,1987,3539900.0,Europe,74.36,13872.86652,10400
Ireland,1992,3557761.0,Europe,75.467,17558.81555,14600
Ireland,1997,3667233.0,Europe,76.122,24521.94713,21400
Ireland,2002,3879155.0,Europe,77.783,34077.04939,30000
Ireland,2007,4109086.0,Europe,78.885,40675.99635,50900
Israel,1962,2310904.0,Asia,69.39,7105.630706,1330
Israel,1967,2693585.0,Asia,70.75,8393.741404,1730
Israel,1972,3095893.0,Asia,71.63,12786.93223,
Israel,1977,3495918.0,Asia,73.06,13306.61921,
Israel,1982,3858421.0,Asia,74.45,15367.0292,
Israel,1987,4203148.0,Asia,75.6,17122.47986,
Israel,1992,4936550.0,Asia,76.93,18051.52254,
Israel,1997,5531387.0,Asia,78.269,20896.60924,18800
Israel,2002,6029529.0,Asia,79.696,21905.59514,18600
Israel,2007,6426679.0,Asia,80.745,25523.2771,26300
Italy,1962,50843200.0,Europe,69.24,8243.58234,1060
Italy,1967,52667100.0,Europe,71.06,10022.40131,1700
Italy,1972,54365564.0,Europe,72.19,12269.27378,3250
Italy,1977,56059245.0,Europe,73.48,14255.98475,5270
Italy,1982,56535636.0,Europe,74.98,16537.4835,7630
Italy,1987,56729703.0,Europe,76.42,19207.23482,15900
Italy,1992,56840847.0,Europe,77.44,22013.64486,21600
Italy,1997,57479469.0,Europe,78.82,24675.02446,22200
Italy,2002,57926999.0,Europe,80.24,27968.09817,23400
Italy,2007,58147733.0,Europe,80.546,28569.7197,38000
Jamaica,1962,1665128.0,Americas,65.61,5246.107524,
Jamaica,1967,1861096.0,Americas,67.51,6124.703451,620
Jamaica,1972,1997616.0,Americas,69.0,7433.889293,1020
Jamaica,1977,2156814.0,Americas,70.11,6650.195573,1410
Jamaica,1982,2298309.0,Americas,71.21,6068.05135,1390
Jamaica,1987,2326606.0,Americas,71.77,6351.237495,1480
Jamaica,1992,2378618.0,Americas,71.766,7404.923685,1840
Jamaica,1997,2531311.0,Americas,72.262,7121.924704,2890
Jamaica,2002,2664659.0,Americas,72.047,6994.774861,3440
Jamaica,2007,2780132.0,Americas,72.567,7320.880262,4560
Japan,1962,95831757.0,Asia,68.73,6576.649461,700
Japan,1967,100825279.0,Asia,71.43,9847.788607,1430
Japan,1972,107188273.0,Asia,73.42,14778.78636,3620
Japan,1977,113872473.0,Asia,75.38,16610.37701,7450
Japan,1982,118454974.0,Asia,77.11,19384.10571,10300
Japan,1987,122091325.0,Asia,78.67,22375.94189,24900
Japan,1992,124329269.0,Asia,79.36,26824.89511,33400
Japan,1997,125956499.0,Asia,80.69,28816.58499,35000
Japan,2002,127065841.0,Asia,82.0,28604.5919,35700
Japan,2007,127467972.0,Asia,82.603,31656.06806,39400
Jordan,1962,933559.0,Asia,48.126,2348.009158,
Jordan,1967,1255058.0,Asia,51.629,2741.796252,
Jordan,1972,1613551.0,Asia,56.528,2110.856309,
Jordan,1977,1937652.0,Asia,61.134,2852.351568,1160
Jordan,1982,2347031.0,Asia,63.739,4161.415959,1750
Jordan,1987,2820042.0,Asia,65.869,4448.679912,2160
Jordan,1992,3867409.0,Asia,68.015,3431.593647,1280
Jordan,1997,4526235.0,Asia,69.772,3645.379572,1480
Jordan,2002,5307470.0,Asia,71.263,3844.917194,1900
Jordan,2007,6053193.0,Asia,72.535,4519.461171,3110
Kenya,1962,8678557.0,Africa,47.949,896.9663732,100
Kenya,1967,10191512.0,Africa,50.654,1056.736457,130
Kenya,1972,12044785.0,Africa,53.559,1222.359968,200
Kenya,1977,14500404.0,Africa,56.155,1267.613204,320
Kenya,1982,17661452.0,Africa,58.766,1348.225791,340
Kenya,1987,21198082.0,Africa,59.339,1361.936856,410
Kenya,1992,25020539.0,Africa,59.285,1341.921721,270
Kenya,1997,28263827.0,Africa,54.407,1360.485021,430
Kenya,2002,31386842.0,Africa,50.992,1287.514732,400
Kenya,2007,35610177.0,Africa,54.11,1463.249282,820
Kuwait,1962,358266.0,Asia,60.47,95458.11176,
Kuwait,1967,575003.0,Asia,64.624,80894.88326,
Kuwait,1972,841934.0,Asia,67.712,109347.867,
Kuwait,1977,1140357.0,Asia,69.343,59265.47714,
Kuwait,1982,1497494.0,Asia,71.309,31354.03573,
Kuwait,1987,1891487.0,Asia,74.174,28118.42998,
Kuwait,1992,1418095.0,Asia,75.19,34932.91959,
Kuwait,1997,1765345.0,Asia,76.156,40300.61996,19700
Kuwait,2002,2111561.0,Asia,76.904,35110.10566,22600
Kuwait,2007,2505559.0,Asia,77.588,47306.98978,51700
Lebanon,1962,1886848.0,Asia,62.094,5714.560611,
Lebanon,1967,2186894.0,Asia,63.87,6006.983042,
Lebanon,1972,2680018.0,Asia,65.421,7486.384341,
Lebanon,1977,3115787.0,Asia,66.099,8659.696836,
Lebanon,1982,3086876.0,Asia,66.983,7640.519521,
Lebanon,1987,3089353.0,Asia,67.926,5377.091329,
Lebanon,1992,3219994.0,Asia,69.292,6890.806854,2220
Lebanon,1997,3430388.0,Asia,70.265,8754.96385,4250
Lebanon,2002,3677780.0,Asia,71.028,9313.93883,3790
Lebanon,2007,3921278.0,Asia,71.993,10461.05868,6060
Lesotho,1962,893143.0,Africa,47.747,411.8006266,
Lesotho,1967,996380.0,Africa,48.492,498.6390265,80
Lesotho,1972,1116779.0,Africa,49.767,496.5815922,150
Lesotho,1977,1251524.0,Africa,52.208,745.3695408,340
Lesotho,1982,1411807.0,Africa,55.078,797.2631074,540
Lesotho,1987,1599200.0,Africa,57.18,773.9932141,500
Lesotho,1992,1803195.0,Africa,59.685,977.4862725,660
Lesotho,1997,1982823.0,Africa,55.558,1186.147994,620
Lesotho,2002,2046772.0,Africa,44.593,1275.184575,670
Lesotho,2007,2012649.0,Africa,42.592,1569.331442,1290
Liberia,1962,1112796.0,Africa,40.502,634.1951625,
Liberia,1967,1279406.0,Africa,41.536,713.6036483,
Liberia,1972,1482628.0,Africa,42.614,803.0054535,
Liberia,1977,1703617.0,Africa,43.764,640.3224383,
Liberia,1982,1956875.0,Africa,44.852,572.1995694,
Liberia,1987,2269414.0,Africa,46.027,506.1138573,
Liberia,1992,1912974.0,Africa,40.802,636.6229191,
Liberia,1997,2200725.0,Africa,42.221,609.1739508,
Liberia,2002,2814651.0,Africa,43.753,531.4823679,180
Liberia,2007,3193942.0,Africa,45.678,414.5073415,390
Libya,1962,1441863.0,Africa,47.808,6757.030816,
Libya,1967,1759224.0,Africa,50.227,18772.75169,
Libya,1972,2183877.0,Africa,52.773,21011.49721,
Libya,1977,2721783.0,Africa,57.442,21951.21176,
Libya,1982,3344074.0,Africa,62.155,17364.27538,
Libya,1987,3799845.0,Africa,66.234,11770.5898,
Libya,1992,4364501.0,Africa,68.755,9640.138501,
Libya,1997,4759670.0,Africa,71.555,9467.446056,
Libya,2002,5368585.0,Africa,72.737,9534.677467,5160
Libya,2007,6036914.0,Africa,73.952,12057.49928,12200
Madagascar,1962,5703324.0,Africa,40.848,1643.38711,130
Madagascar,1967,6334556.0,Africa,42.881,1634.047282,170
Madagascar,1972,7082430.0,Africa,44.851,1748.562982,210
Madagascar,1977,8007166.0,Africa,46.881,1544.228586,310
Madagascar,1982,9171477.0,Africa,48.969,1302.878658,480
Madagascar,1987,10568642.0,Africa,49.35,1155.441948,340
Madagascar,1992,12210395.0,Africa,52.214,1040.67619,290
Madagascar,1997,14165114.0,Africa,54.978,986.2958956,300
Madagascar,2002,16473477.0,Africa,57.286,894.6370822,340
Madagascar,2007,19167654.0,Africa,59.443,1044.770126,450
Malawi,1962,3628608.0,Africa,38.41,427.9010856,50
Malawi,1967,4147252.0,Africa,39.487,495.5147806,60
Malawi,1972,4730997.0,Africa,41.766,584.6219709,90
Malawi,1977,5637246.0,Africa,43.767,663.2236766,150
Malawi,1982,6502825.0,Africa,45.642,632.8039209,170
Malawi,1987,7824747.0,Africa,47.457,635.5173634,160
Malawi,1992,10014249.0,Africa,49.42,563.2000145,220
Malawi,1997,10419991.0,Africa,47.495,692.2758103,200
Malawi,2002,11824495.0,Africa,45.009,665.4231186,220
Malawi,2007,13327079.0,Africa,48.303,759.3499101,370
Malaysia,1962,8906385.0,Asia,55.737,2036.884944,250
Malaysia,1967,10154878.0,Asia,59.371,2277.742396,340
Malaysia,1972,11441462.0,Asia,63.01,2849.09478,570
Malaysia,1977,12845381.0,Asia,65.256,3827.921571,1130
Malaysia,1982,14441916.0,Asia,68.0,4920.355951,1810
Malaysia,1987,16331785.0,Asia,69.5,5249.802653,2140
Malaysia,1992,18319502.0,Asia,70.693,7277.912802,3230
Malaysia,1997,20476091.0,Asia,71.938,10132.90964,3640
Malaysia,2002,22662365.0,Asia,73.044,10206.97794,4160
Malaysia,2007,24821286.0,Asia,74.241,12451.6558,7510
Mali,1962,4690372.0,Africa,36.936,496.1743428,
Mali,1967,5212416.0,Africa,38.487,545.0098873,
Mali,1972,5828158.0,Africa,39.977,581.3688761,90
Mali,1977,6491649.0,Africa,41.714,686.3952693,170
Mali,1982,6998256.0,Africa,43.916,618.0140641,170
Mali,1987,7634008.0,Africa,46.364,684.1715576,290
Mali,1992,8416215.0,Africa,48.388,739.014375,320
Mali,1997,9384984.0,Africa,49.903,790.2579846,280
Mali,2002,10580176.0,Africa,51.818,951.4097518,350
Mali,2007,12031795.0,Africa,54.467,1042.581557,610
Mauritania,1962,1146757.0,Africa,44.248,1055.896036,180
Mauritania,1967,1230542.0,Africa,46.289,1421.145193,290
Mauritania,1972,1332786.0,Africa,48.437,1586.851781,340
Mauritania,1977,1456688.0,Africa,50.852,1497.492223,570
Mauritania,1982,1622136.0,Africa,53.599,1481.150189,640
Mauritania,1987,1841240.0,Africa,56.145,1421.603576,740
Mauritania,1992,2119465.0,Africa,58.333,1361.369784,970
Mauritania,1997,2444741.0,Africa,60.43,1483.136136,830
Mauritania,2002,2828858.0,Africa,62.247,1579.019543,710
Mauritania,2007,3270065.0,Africa,64.164,1803.151496,1380
Mauritius,1962,701016.0,Africa,60.246,2529.067487,
Mauritius,1967,789309.0,Africa,61.557,2475.387562,
Mauritius,1972,851334.0,Africa,62.944,2575.484158,
Mauritius,1977,913025.0,Africa,64.93,3710.982963,1010
Mauritius,1982,992040.0,Africa,66.711,3688.037739,1070
Mauritius,1987,1042663.0,Africa,68.74,4783.586903,2060
Mauritius,1992,1096202.0,Africa,69.745,6058.253846,3120
Mauritius,1997,1149818.0,Africa,70.736,7425.705295,3780
Mauritius,2002,1200206.0,Africa,71.954,9021.815894,4410
Mauritius,2007,1250882.0,Africa,72.801,10956.99112,7400
Mexico,1962,41121485.0,Americas,58.299,4581.609385,390
Mexico,1967,47995559.0,Americas,60.11,5754.733883,610
Mexico,1972,55984294.0,Americas,62.361,6809.40669,990
Mexico,1977,63759976.0,Americas,65.032,7674.929108,1590
Mexico,1982,71640904.0,Americas,67.405,9611.147541,2400
Mexico,1987,80122492.0,Americas,69.498,8688.156003,2090
Mexico,1992,88111030.0,Americas,71.455,9472.384295,4490
Mexico,1997,95895146.0,Americas,73.67,9767.29753,5000
Mexico,2002,102479927.0,Americas,74.902,10742.44053,7360
Mexico,2007,108700891.0,Americas,76.195,11977.57496,9780
Mongolia,1962,1010280.0,Asia,48.251,1056.353958,
Mongolia,1967,1149500.0,Asia,51.253,1226.04113,
Mongolia,1972,1320500.0,Asia,53.754,1421.741975,
Mongolia,1977,1528000.0,Asia,55.491,1647.511665,
Mongolia,1982,1756032.0,Asia,57.489,2000.603139,1440
Mongolia,1987,2015133.0,Asia,60.222,2338.008304,1690
Mongolia,1992,2312802.0,Asia,61.271,1785.402016,510
Mongolia,1997,2494803.0,Asia,63.625,1902.2521,520
Mongolia,2002,2674234.0,Asia,65.033,2140.739323,610
Mongolia,2007,2874127.0,Asia,66.803,3095.772271,1800
Montenegro,1962,474528.0,Europe,63.728,4649.593785,
Montenegro,1967,501035.0,Europe,67.178,5907.850937,
Montenegro,1972,527678.0,Europe,70.636,7778.414017,
Montenegro,1977,560073.0,Europe,73.066,9595.929905,
Montenegro,1982,562548.0,Europe,74.101,11222.58762,
Montenegro,1987,569473.0,Europe,74.865,11732.51017,
Montenegro,1992,621621.0,Europe,75.435,7003.339037,
Montenegro,1997,692651.0,Europe,75.445,6465.613349,
Montenegro,2002,720230.0,Europe,73.981,6557.194282,2440
Montenegro,2007,684736.0,Europe,74.543,9253.896111,6470
Morocco,1962,13056604.0,Africa,47.924,1566.353493,
Morocco,1967,14770296.0,Africa,50.335,1711.04477,220
Morocco,1972,16660670.0,Africa,52.862,1930.194975,350
Morocco,1977,18396941.0,Africa,55.73,2370.619976,650
Morocco,1982,20198730.0,Africa,59.65,2702.620356,790
Morocco,1987,22987397.0,Africa,62.677,2755.046991,1080
Morocco,1992,25798239.0,Africa,65.393,2948.047252,1230
Morocco,1997,28529501.0,Africa,67.66,2982.101858,1460
Morocco,2002,31167783.0,Africa,69.615,3258.495584,1540
Morocco,2007,33757175.0,Africa,71.164,3820.17523,2700
Mozambique,1962,7788944.0,Africa,36.161,556.6863539,
Mozambique,1967,8680909.0,Africa,38.113,566.6691539,
Mozambique,1972,9809596.0,Africa,40.328,724.9178037,
Mozambique,1977,11127868.0,Africa,42.495,502.3197334,
Mozambique,1982,12587223.0,Africa,42.795,462.2114149,
Mozambique,1987,12891952.0,Africa,42.861,389.8761846,
Mozambique,1992,13160731.0,Africa,44.284,410.8968239,210
Mozambique,1997,16603334.0,Africa,46.344,472.3460771,290
Mozambique,2002,18473780.0,Africa,44.026,633.6179466,320
Mozambique,2007,19951656.0,Africa,42.082,823.6856205,500
Myanmar,1962,23634436.0,Asia,45.108,388.0,30
Myanmar,1967,25870271.0,Asia,49.379,349.0,10
Myanmar,1972,28466390.0,Asia,53.07,357.0,20
Myanmar,1977,31528087.0,Asia,56.059,371.0,30
Myanmar,1982,34680442.0,Asia,58.056,424.0,30
Myanmar,1987,38028578.0,Asia,58.339,385.0,40
Myanmar,1992,40546538.0,Asia,59.32,347.0,60
Myanmar,1997,43247867.0,Asia,60.328,415.0,120
Myanmar,2002,45598081.0,Asia,59.908,611.0,150
Myanmar,2007,47761980.0,Asia,62.069,944.0,350
Namibia,1962,621392.0,Africa,48.386,3173.215595,
Namibia,1967,706640.0,Africa,51.159,3793.694753,
Namibia,1972,821782.0,Africa,53.867,3746.080948,
Namibia,1977,977026.0,Africa,56.437,3876.485958,
Namibia,1982,1099010.0,Africa,58.968,4191.100511,1840
Namibia,1987,1278184.0,Africa,60.835,3693.731337,1690
Namibia,1992,1554253.0,Africa,61.999,3804.537999,2200
Namibia,1997,1774766.0,Africa,58.909,3899.52426,2370
Namibia,2002,1972153.0,Africa,51.479,4072.324751,2280
Namibia,2007,2055080.0,Africa,52.906,4811.060429,4320
Nepal,1962,10332057.0,Asia,39.393,652.3968593,50
Nepal,1967,11261690.0,Asia,41.472,676.4422254,70
Nepal,1972,12412593.0,Asia,43.971,674.7881296,80
Nepal,1977,13933198.0,Asia,46.748,694.1124398,120
Nepal,1982,15796314.0,Asia,49.594,718.3730947,140
Nepal,1987,17917180.0,Asia,52.537,775.6324501,200
Nepal,1992,20326209.0,Asia,55.727,897.7403604,190
Nepal,1997,23001113.0,Asia,59.426,1010.892138,210
Nepal,2002,25873917.0,Asia,61.34,1057.206311,260
Nepal,2007,28901790.0,Asia,63.785,1091.359778,430
Netherlands,1962,11805689.0,Europe,73.23,12790.84956,1310
Netherlands,1967,12596822.0,Europe,73.82,15363.25136,2230
Netherlands,1972,13329874.0,Europe,73.75,18794.74567,5070
Netherlands,1977,13852989.0,Europe,75.24,21209.0592,10500
Netherlands,1982,14310401.0,Europe,76.05,21399.46046,11100
Netherlands,1987,14665278.0,Europe,76.83,23651.32361,18600
Netherlands,1992,15174244.0,Europe,77.42,26790.94961,24000
Netherlands,1997,15604464.0,Europe,78.03,30246.13063,28300
Netherlands,2002,16122830.0,Europe,78.53,33724.75778,31000
Netherlands,2007,16570613.0,Europe,79.762,36797.93332,52800
New Zealand,1962,2488550.0,Oceania,71.24,13175.678,
New Zealand,1967,2728150.0,Oceania,71.52,14463.91893,
New Zealand,1972,2929100.0,Oceania,71.89,16046.03728,
New Zealand,1977,3164900.0,Oceania,72.22,16233.7177,
New Zealand,1982,3210650.0,Oceania,73.84,17632.4104,7370
New Zealand,1987,3317166.0,Oceania,74.32,19007.19129,12600
New Zealand,1992,3437674.0,Oceania,76.33,18363.32494,12400
New Zealand,1997,3676187.0,Oceania,77.55,21050.41377,15800
New Zealand,2002,3908037.0,Oceania,79.11,23189.80135,17000
New Zealand,2007,4115771.0,Oceania,80.204,25185.00911,28600
Nicaragua,1962,1590597.0,Americas,48.632,3634.364406,150
Nicaragua,1967,1865490.0,Americas,51.884,4643.393534,290
Nicaragua,1972,2182908.0,Americas,55.151,4688.593267,380
Nicaragua,1977,2554598.0,Americas,57.47,5486.371089,650
Nicaragua,1982,2979423.0,Americas,59.298,3470.338156,680
Nicaragua,1987,3344353.0,Americas,62.008,2955.984375,680
Nicaragua,1992,4017939.0,Americas,65.843,2170.151724,290
Nicaragua,1997,4609572.0,Americas,68.426,2253.023004,880
Nicaragua,2002,5146848.0,Americas,70.836,2474.548819,1000
Nicaragua,2007,5675356.0,Americas,72.899,2749.320965,1390
Niger,1962,4076008.0,Africa,39.487,997.7661127,160
Niger,1967,4534062.0,Africa,40.118,1054.384891,160
Niger,1972,5060262.0,Africa,40.546,954.2092363,160
Niger,1977,5682086.0,Africa,41.291,808.8970728,280
Niger,1982,6437188.0,Africa,42.598,909.7221354,290
Niger,1987,7332638.0,Africa,44.555,668.3000228,330
Niger,1992,8392818.0,Africa,47.391,581.182725,390
Niger,1997,9666252.0,Africa,51.313,580.3052092,250
Niger,2002,11140655.0,Africa,54.496,601.0745012,250
Niger,2007,12894865.0,Africa,56.867,619.6768924,440
Nigeria,1962,41871351.0,Africa,39.36,1150.927478,110
Nigeria,1967,47287752.0,Africa,41.04,1014.514104,100
Nigeria,1972,53740085.0,Africa,42.821,1698.388838,220
Nigeria,1977,62209173.0,Africa,44.514,1981.951806,560
Nigeria,1982,73039376.0,Africa,45.826,1576.97375,1450
Nigeria,1987,81551520.0,Africa,46.886,1385.029563,680
Nigeria,1992,93364244.0,Africa,47.472,1619.848217,360
Nigeria,1997,106207839.0,Africa,47.464,1624.941275,440
Nigeria,2002,119901274.0,Africa,46.608,1615.286395,710
Nigeria,2007,135031164.0,Africa,46.859,2013.977305,1970
Norway,1962,3638919.0,Europe,73.47,13450.40151,1710
Norway,1967,3786019.0,Europe,74.08,16361.87647,2630
Norway,1972,3933004.0,Europe,74.34,18965.05551,5320
Norway,1977,4043205.0,Europe,75.37,23311.34939,11100
Norway,1982,4114787.0,Europe,75.97,26298.63531,14900
Norway,1987,4186147.0,Europe,75.89,31540.9748,24000
Norway,1992,4286357.0,Europe,77.32,33965.66115,30200
Norway,1997,4405672.0,Europe,78.32,41283.16433,36100
Norway,2002,4535591.0,Europe,79.05,44683.97525,44800
Norway,2007,4627926.0,Europe,80.196,49357.19017,87500
Oman,1962,628164.0,Asia,43.165,2924.638113,
Oman,1967,714775.0,Asia,46.988,4720.942687,230
Oman,1972,829050.0,Asia,52.143,10618.03855,310
Oman,1977,1004533.0,Asia,57.367,11848.34392,2650
Oman,1982,1301048.0,Asia,62.728,12954.79101,6160
